pred: axis 1: -0.06499249, 0.44426408, 0.9535206, 1.4627773, 1.9720339, 2.4812903, 2.990547, 3.4998033, 4.00906, 4.5183167, 5.027573, 5.53683, 6.046086, 6.555343, 7.064599, 7.5738564, 8.083113, 8.592369, 9.101625, 9.61088. axis 2: -1.6190932, -5.218376, -8.817658, -12.416942, -16.016226, -19.615509, -23.21479, -26.814074, -30.413357, -34.012638, -37.611923, -41.211205, -44.81049, -48.409767, -52.009052, -55.608334, -59.20762, -62.8069, -66.40618, -70.0054. axis 3: 27.551722, 28.116428, 28.681135, 29.245842, 29.810549, 30.375256, 30.939962, 31.50467, 32.069378, 32.634083, 33.19879, 33.763496, 34.328205, 34.89291, 35.45762, 36.022324, 36.587032, 37.151737, 37.716446, 38.2811. 
gt: axis 1: 3.0884278, 2.9374557, 3.162686, 3.16018, 3.123099, 3.441421, 3.124412, 2.777911, 2.509756, 2.386539, 1.340668, -0.027554, -0.969863, -1.076757, -0.707573, 0.036546, 1.098091, 1.945676, 4.969741, 6.786010. axis 2: -3.268775, -4.612543, -5.501356, -5.876644, -6.8233323, -8.477677, -9.281055, -9.562388, -8.932988, -7.512148, -3.591897, 1.357346, 4.144235, 5.6530786, 7.126048, 8.478084, 9.921983, 12.033416, 14.359306, 13.75020. axis 3: 24.440573, 23.918716, 23.03928, 21.966875, 19.084854, 15.29253, 13.342068, 13.013199, 13.123236, 12.600038, 9.87917, 3.1211412, -1.109601, -6.297003, -12.636813, -16.147388, -18.353662, -23.91938, -36.751724, -43.47902. 
pred: axis 1: 1.379332, 0.9040402, 0.42874846, -0.04654329, -0.521835, -0.9971268, -1.4724185, -1.9477104, -2.423002, -2.8982937, -3.3735857, -3.8488774, -4.324169, -4.799461, -5.2747526, -5.750045, -6.225336, -6.7006283, -7.1759195, -7.651211. axis 2: -8.5409155, -8.308925, -8.076935, -7.8449445, -7.612954, -7.380964, -7.1489735, -6.916983, -6.684993, -6.4530025, -6.221012, -5.9890223, -5.757032, -5.5250416, -5.2930517, -5.0610614, -4.829071, -4.5970807, -4.3650904, -4.133. axis 3: -159.38213, -160.08168, -160.78123, -161.48079, -162.18034, -162.87988, -163.57944, -164.27899, -164.97855, -165.6781, -166.37766, -167.07721, -167.77675, -168.4763, -169.17586, -169.87541, -170.57497, -171.27452, -171.97408, -172.6736. 
gt: axis 1: 2.470067, 2.574661, 2.523814, 2.528934, 2.506415, 2.36883, 2.339744, 2.186594, 1.986626, 2.136189, 1.942358, 1.723728, 1.518515, 1.441764, 1.513711, 1.578835, 1.759798, 1.740887, 1.815997, 1.89764. axis 2: -8.880834, -8.997959, -9.000162, -9.006751, -9.052289, -8.9984, -8.99066, -8.820576, -8.663066, -8.624882, -8.461582, -8.284663, -8.177363, -8.166788, -8.203246, -8.258171, -8.332685, -8.300791, -8.333758, -8.36487. axis 3: -156.37563, -156.26091, -156.19537, -155.9747, -156.11137, -155.96701, -155.63231, -155.76035, -156.42836, -157.22166, -157.72676, -157.7514, -157.52524, -157.6407, -157.47939, -157.34639, -157.29942, -157.45021, -157.29295, -157.1516. 
pred: axis 1: -1.8582972, -2.4288778, -2.9994588, -3.5700393, -4.1406198, -4.7112, -5.2817807, -5.8523617, -6.4229426, -6.9935226, -7.5641036, -8.134684, -8.705265, -9.275846, -9.846426, -10.4170065, -10.987587, -11.558167, -12.128748, -12.69932. axis 2: 8.70215, 10.81304, 12.92393, 15.03482, 17.14571, 19.2566, 21.367489, 23.478378, 25.58927, 27.70016, 29.81105, 31.92194, 34.03283, 36.14372, 38.25461, 40.3655, 42.47639, 44.587276, 46.69817, 48.8090. axis 3: -10.373161, -13.356063, -16.338964, -19.321865, -22.304768, -25.287668, -28.270569, -31.253471, -34.236374, -37.219273, -40.202175, -43.185078, -46.16798, -49.15088, -52.13378, -55.11668, -58.099583, -61.08249, -64.06539, -67.0482. 
gt: axis 1: 0.036546, 1.098091, 1.945676, 4.969741, 6.7860107, 6.445522, 5.722116, 5.660115, 6.440512, 5.992316, 4.35763, 2.724012, 4.012647, 3.0666733, 2.277218, 1.267556, -0.555196, -1.170911, -1.602676, -2.66001. axis 2: 8.478084, 9.921983, 12.033416, 14.359306, 13.750202, 12.864769, 12.522695, 12.01204, 11.786065, 12.257507, 11.283688, 9.836724, 10.570168, 10.74357, 12.028375, 15.218489, 14.812086, 13.896011, 13.068581, 13.01260. axis 3: -16.147388, -18.353662, -23.91938, -36.751724, -43.479023, -47.19812, -51.00692, -54.293003, -57.02771, -57.957684, -57.699974, -56.94815, -52.1343, -44.17324, -32.69792, -19.519278, -4.711016, 7.351879, 19.467424, 25.90100. 
pred: axis 1: -38.736046, -43.354507, -47.972965, -52.59143, -57.209892, -61.82835, -66.446815, -71.06527, -75.68374, -80.30219, -84.920654, -89.539116, -94.15758, -98.77604, -103.3945, -108.01296, -112.63142, -117.24988, -121.86835, -126.4868. axis 2: 4.4173827, 5.830711, 7.2440395, 8.657368, 10.070697, 11.484024, 12.897354, 14.310682, 15.72401, 17.137339, 18.550667, 19.963995, 21.377323, 22.790651, 24.203981, 25.61731, 27.030638, 28.443966, 29.857294, 31.27062. axis 3: -96.68586, -89.303825, -81.92179, -74.539764, -67.15774, -59.775703, -52.393677, -45.011646, -37.629616, -30.247585, -22.865555, -15.483526, -8.101496, -0.7194661, 6.662564, 14.044594, 21.426622, 28.808653, 36.190685, 43.57271. 
gt: axis 1: -26.761211, -23.25014, -19.390064, -15.360161, -11.126086, -8.817626, -7.3260136, -6.575542, -6.222836, -5.005663, -1.176009, 1.7827371, 3.4722052, 3.1425498, 5.216174, 5.075875, 4.752924, 4.709839, 3.314825, 4.35419. axis 2: -2.631729, -4.766658, -6.894741, -8.361612, -7.609991, -7.021797, -5.901872, -5.341396, -4.539348, -3.000716, 0.267578, 2.400778, 3.118131, 4.796337, 6.964038, 10.392467, 12.190396, 13.582542, 14.454361, 13.67779. axis 3: -84.12375, -73.41209, -62.33627, -52.711098, -45.887764, -42.94224, -42.111393, -42.518673, -42.82659, -42.155518, -38.215847, -36.397854, -37.2099, -35.907608, -29.802916, -22.105604, -15.078921, -10.516338, -5.01514, -0.97904. 
pred: axis 1: -13.318101, -12.956195, -12.59429, -12.232383, -11.870477, -11.508571, -11.146665, -10.784759, -10.4228525, -10.060946, -9.69904, -9.337134, -8.975228, -8.613322, -8.251415, -7.889509, -7.5276036, -7.165697, -6.8037915, -6.44188. axis 2: -15.916651, -17.809254, -19.701855, -21.594458, -23.487059, -25.379662, -27.272264, -29.164865, -31.057467, -32.95007, -34.842674, -36.735275, -38.627876, -40.520477, -42.41308, -44.305683, -46.19828, -48.090885, -49.98349, -51.8760. axis 3: -118.12646, -112.925644, -107.72482, -102.523994, -97.32317, -92.12236, -86.92153, -81.72071, -76.51989, -71.31906, -66.11824, -60.91742, -55.716595, -50.515774, -45.31495, -40.114132, -34.913307, -29.712486, -24.511665, -19.31084. 
gt: axis 1: -0.81704104, 2.52847, 6.486884, 7.006536, 6.8750873, 6.655526, 6.0041823, 5.189443, 4.40612, 3.713281, 3.2282088, 2.891233, 2.696696, 2.673871, 2.475805, 2.470067, 2.574661, 2.523814, 2.528934, 2.50641. axis 2: -10.766739, -10.575158, -10.829973, -11.16002, -11.193825, -10.956474, -10.686338, -10.280762, -10.151046, -9.943769, -9.680979, -9.369249, -9.171265, -9.034373, -8.894366, -8.880834, -8.997959, -9.000162, -9.006751, -9.05228. axis 3: -134.60432, -138.81053, -142.87859, -145.89143, -147.53197, -149.67476, -152.0598, -155.12683, -156.30206, -156.43051, -157.08604, -157.2296, -157.34, -157.22621, -156.87003, -156.37563, -156.26091, -156.19537, -155.9747, -156.1113. 
pred: axis 1: 1.5791943, 2.0661612, 2.5531278, 3.0400944, 3.527061, 4.0140276, 4.5009947, 4.987961, 5.474928, 5.961894, 6.448861, 6.9358277, 7.422795, 7.9097614, 8.396728, 8.883695, 9.370662, 9.857628, 10.344595, 10.83156. axis 2: 5.9690824, 6.6120715, 7.2550616, 7.898051, 8.54104, 9.184031, 9.82702, 10.47001, 11.112999, 11.755989, 12.398978, 13.041967, 13.6849575, 14.327948, 14.970938, 15.613926, 16.256916, 16.899906, 17.542896, 18.18588. axis 3: 83.19971, 80.8181, 78.43649, 76.05488, 73.67327, 71.291664, 68.91005, 66.52844, 64.14683, 61.76522, 59.38361, 57.002, 54.62039, 52.238777, 49.85717, 47.47556, 45.093952, 42.71234, 40.33073, 37.9491. 
gt: axis 1: -1.122101, -1.5683081, -1.692912, -1.608105, -1.641228, -1.543367, -1.555805, -1.534397, -1.574942, -1.5545992, -1.738857, -1.9213539, -1.916163, -2.042114, -2.004545, -2.202993, -2.357717, -2.353751, -2.347893, -2.30972. axis 2: 3.3633752, 3.392863, 3.2968478, 3.089123, 3.043329, 2.758484, 2.443425, 2.387079, 2.318736, 2.187137, 2.277248, 2.452102, 2.427188, 2.23957, 1.8822892, 1.835649, 1.7166489, 1.6204932, 1.6517711, 1.65025. axis 3: 89.48485, 89.4494, 89.46566, 89.38586, 89.46855, 89.05971, 88.43009, 88.76782, 88.757126, 88.6735, 88.671104, 88.51477, 88.50411, 88.16233, 87.523895, 87.930626, 88.18128, 88.04202, 88.150246, 88.09074. 
pred: axis 1: -2.4914117, -2.4667664, -2.4421208, -2.4174752, -2.39283, -2.3681843, -2.343539, -2.3188934, -2.2942479, -2.2696025, -2.244957, -2.2203116, -2.195666, -2.1710207, -2.1463752, -2.1217299, -2.0970843, -2.0724387, -2.0477934, -2.023147. axis 2: 4.8156943, 5.4743543, 6.1330137, 6.791673, 7.4503326, 8.108993, 8.767652, 9.4263115, 10.084971, 10.74363, 11.40229, 12.060949, 12.719609, 13.37827, 14.036929, 14.695588, 15.354248, 16.012907, 16.671568, 17.33022. axis 3: 47.555126, 50.20604, 52.856945, 55.50786, 58.15877, 60.809685, 63.460598, 66.1115, 68.76242, 71.41333, 74.06425, 76.71516, 79.366066, 82.016975, 84.66789, 87.3188, 89.96971, 92.62063, 95.27154, 97.92245. 
gt: axis 1: -0.598834, -1.460538, -2.938599, -4.393869, -3.769863, -0.534136, -0.00209, -1.087412, -0.90162, -1.422761, -1.190345, -0.799493, -1.142383, -1.336166, -2.013585, -3.036425, -5.791815, -8.75129, -10.833364, -11.10690. axis 2: 4.37647, 5.357329, 5.9766736, 6.3970613, 4.769382, 5.206469, 6.067089, 6.817224, 7.062362, 5.768131, 2.861096, 1.235291, 0.452703, 0.183959, -0.113103, -2.906494, -6.735549, -8.157982, -8.08098, -6.992597. axis 3: 64.29719, 73.1254, 82.582085, 90.8984, 96.85604, 101.65687, 107.2658, 116.569305, 125.625755, 134.18896, 141.60172, 145.58594, 146.38744, 145.38646, 142.50174, 133.15286, 125.12066, 119.633316, 115.97215, 114.5552. 
pred: axis 1: 3.6045516, 3.781857, 3.9591627, 4.1364684, 4.3137736, 4.491079, 4.6683846, 4.84569, 5.0229955, 5.200301, 5.3776064, 5.554912, 5.7322173, 5.9095225, 6.086828, 6.2641335, 6.441439, 6.6187444, 6.7960496, 6.973355. axis 2: 2.3898902, 2.303899, 2.217908, 2.1319168, 2.0459259, 1.9599347, 1.8739436, 1.7879524, 1.7019614, 1.6159703, 1.5299791, 1.443988, 1.357997, 1.2720059, 1.1860148, 1.1000237, 1.0140326, 0.92804146, 0.8420504, 0.756059. axis 3: 90.47663, 91.03836, 91.60009, 92.161804, 92.72353, 93.285255, 93.846985, 94.408714, 94.970436, 95.532166, 96.09388, 96.65561, 97.21734, 97.77906, 98.34079, 98.90251, 99.46424, 100.02597, 100.587685, 101.14941. 
gt: axis 1: 3.7466521, 3.756037, 3.6043386, 3.398532, 2.913413, 2.402803, 2.524543, 2.731685, 2.96991, 2.969759, 3.572557, 3.571954, 4.391393, 5.161459, 4.380742, 2.989247, 2.416552, 1.7138431, 2.596822, 2.98107. axis 2: 2.8868952, 2.39491, 1.931536, 2.196135, 2.165894, 2.230799, 2.199363, 2.173928, 2.388483, 2.122783, 1.7415771, 1.734289, 1.5603222, 0.9444599, 0.64693, 0.859699, 1.232446, 1.142962, 1.331596, 1.79292. axis 3: 88.2578, 88.56145, 88.81955, 89.43202, 89.722496, 89.32865, 89.5757, 89.56337, 89.25589, 88.827156, 88.00996, 87.606445, 87.89034, 87.525795, 87.23796, 87.58275, 87.61226, 86.82068, 86.52092, 86.6772. 
pred: axis 1: 5.0332584, 5.317909, 5.602559, 5.88721, 6.17186, 6.456511, 6.741161, 7.0258117, 7.3104625, 7.595113, 7.8797636, 8.164413, 8.449064, 8.733715, 9.018365, 9.303016, 9.5876665, 9.872317, 10.156967, 10.44161. axis 2: 0.8259281, 0.65349805, 0.48106802, 0.30863795, 0.1362079, -0.03622216, -0.20865223, -0.38108227, -0.55351233, -0.7259424, -0.8983725, -1.0708025, -1.2432325, -1.4156625, -1.5880927, -1.7605227, -1.9329526, -2.105383, -2.277813, -2.450242. axis 3: 86.90559, 86.61894, 86.3323, 86.045654, 85.75901, 85.47237, 85.18572, 84.89908, 84.612434, 84.32579, 84.03915, 83.7525, 83.46586, 83.179214, 82.89258, 82.60593, 82.31928, 82.032646, 81.745995, 81.4593. 
gt: axis 1: 2.989247, 2.416552, 1.7138431, 2.596822, 2.981073, 3.199642, 2.594487, 2.600435, 2.034589, 1.39316, 1.51419, 0.922195, 1.15505, 1.299336, 1.446645, 1.052042, 0.609293, 0.346443, 0.266808, 0.41104. axis 2: 0.859699, 1.232446, 1.142962, 1.331596, 1.792926, 1.694986, 1.604797, 1.7707149, 2.196227, 1.9466859, 2.166493, 1.563036, 1.551296, 1.523055, 1.358861, 1.25985, 1.158848, 1.257339, 1.479528, 1.502782. axis 3: 87.58275, 87.61226, 86.82068, 86.52092, 86.67727, 86.58473, 86.8069, 86.023476, 85.93907, 84.74849, 84.93264, 83.7267, 84.14517, 84.3828, 84.49248, 84.492714, 84.81191, 84.755135, 84.633865, 84.1775. 
pred: axis 1: 0.6397694, 0.42591417, 0.21205899, -0.0017962083, -0.21565141, -0.42950657, -0.6433618, -0.857217, -1.0710722, -1.2849274, -1.4987825, -1.7126378, -1.9264929, -2.1403482, -2.3542035, -2.5680585, -2.7819135, -2.995769, -3.2096243, -3.423479. axis 2: 1.5251426, 1.4865111, 1.4478797, 1.4092484, 1.3706169, 1.3319856, 1.2933542, 1.2547228, 1.2160914, 1.17746, 1.1388286, 1.1001972, 1.0615659, 1.0229344, 0.98430306, 0.9456716, 0.9070403, 0.86840886, 0.8297775, 0.7911461. axis 3: 83.456795, 83.14381, 82.83082, 82.51782, 82.20483, 81.891846, 81.57885, 81.26586, 80.95287, 80.63988, 80.32689, 80.01389, 79.700905, 79.38792, 79.07492, 78.76193, 78.448944, 78.13595, 77.82296, 77.5099. 
gt: axis 1: 1.052042, 0.609293, 0.346443, 0.266808, 0.411043, 0.489832, 0.520647, 0.788248, 0.649493, 0.7652311, 0.949366, 0.969754, 2.15033, 3.535174, 4.240253, 3.291139, 2.224687, 1.452643, 1.026131, 0.39800. axis 2: 1.25985, 1.158848, 1.257339, 1.479528, 1.5027828, 1.261725, 0.816201, 0.015441, -0.414001, -0.95384, -1.578125, -2.643273, -2.926286, -3.293614, -4.436923, -6.296836, -8.712118, -7.904797, -7.320752, -6.24818. axis 3: 84.492714, 84.81191, 84.755135, 84.633865, 84.17754, 83.84186, 82.80435, 81.31766, 79.66042, 77.86433, 75.4555, 70.56061, 62.05186, 53.00997, 44.903065, 37.819324, 29.821688, 28.97155, 29.09872, 28.73449. 
pred: axis 1: 3.5995262, 3.9801977, 4.3608694, 4.741541, 5.1222124, 5.502884, 5.8835554, 6.2642274, 6.6448984, 7.0255704, 7.4062414, 7.7869134, 8.167584, 8.548257, 8.928927, 9.3096, 9.690271, 10.070943, 10.451614, 10.83228. axis 2: -4.8178453, -5.4364953, -6.0551453, -6.673795, -7.2924457, -7.9110956, -8.529746, -9.1483965, -9.767046, -10.385696, -11.004347, -11.622996, -12.241646, -12.860296, -13.478947, -14.097597, -14.716247, -15.334897, -15.9535475, -16.57219. axis 3: 48.31206, 44.16026, 40.00846, 35.85666, 31.704859, 27.553059, 23.401257, 19.249458, 15.097658, 10.945858, 6.7940574, 2.642257, -1.5095434, -5.661343, -9.813144, -13.964944, -18.116745, -22.268543, -26.420345, -30.57214. 
gt: axis 1: 3.291139, 2.224687, 1.452643, 1.026131, 0.398004, -0.273415, -1.971803, -3.0439043, -3.925554, -4.06794, -4.100955, -4.201935, -3.345279, -1.110837, -0.227996, -0.598834, -1.460538, -2.938599, -4.393869, -3.76986. axis 2: -6.296836, -8.712118, -7.904797, -7.320752, -6.248184, -4.663915, -1.855752, 0.943158, 2.464494, 2.361795, 2.375095, 2.115408, 2.41944, 2.286299, 3.4846432, 4.37647, 5.357329, 5.9766736, 6.3970613, 4.76938. axis 3: 37.819324, 29.821688, 28.97155, 29.09872, 28.734491, 28.387522, 27.977125, 26.75992, 26.03169, 25.723564, 26.6397, 29.482235, 36.00874, 46.724594, 56.016, 64.29719, 73.1254, 82.582085, 90.8984, 96.8560. 
pred: axis 1: -2.026195, -2.0102284, -1.9942616, -1.978295, -1.9623282, -1.9463615, -1.9303949, -1.9144282, -1.8984617, -1.8824949, -1.8665283, -1.8505616, -1.834595, -1.8186282, -1.8026615, -1.786695, -1.7707283, -1.7547617, -1.7387949, -1.722828. axis 2: 1.831827, 1.8465147, 1.8612025, 1.87589, 1.8905778, 1.9052655, 1.9199532, 1.9346408, 1.9493285, 1.9640162, 1.978704, 1.9933916, 2.0080793, 2.022767, 2.0374548, 2.0521424, 2.0668302, 2.0815177, 2.0962055, 2.110893. axis 3: 87.21694, 87.127846, 87.03875, 86.94966, 86.86056, 86.77147, 86.68237, 86.59328, 86.50419, 86.415085, 86.326, 86.2369, 86.147804, 86.058716, 85.96962, 85.88052, 85.79143, 85.70233, 85.613235, 85.5241. 
gt: axis 1: -2.251959, -2.264036, -2.337805, -2.26768, -2.093309, -0.307381, 2.191019, 5.698085, 7.451243, 6.9016733, 4.387943, 3.753593, 2.92757, 0.843894, -0.243236, -1.654396, -2.742788, -4.142648, -5.362807, -6.08088. axis 2: 1.515522, 1.7791209, 1.733527, 1.800618, 1.8845781, 1.768396, 1.594123, 1.251855, 0.495521, -0.505131, -1.8904569, -1.661396, -1.230637, -0.761972, -0.735634, -0.528337, -0.989335, -0.114439, 0.7192379, 1.35856. axis 3: 86.049934, 86.34584, 86.40231, 86.52235, 86.72648, 86.86878, 85.62295, 83.67031, 80.702415, 77.538795, 71.49994, 69.394424, 68.71047, 68.5259, 67.79158, 67.624176, 67.33868, 66.78641, 67.26829, 67.4238. 
pred: axis 1: -8.541349, -9.856206, -11.1710615, -12.485918, -13.800774, -15.11563, -16.430487, -17.745344, -19.0602, -20.375055, -21.689913, -23.004768, -24.319624, -25.63448, -26.949337, -28.264193, -29.57905, -30.893906, -32.208763, -33.5236. axis 2: -1.3217217, -1.6506091, -1.9794967, -2.3083842, -2.6372716, -2.966159, -3.2950466, -3.6239343, -3.9528217, -4.281709, -4.6105967, -4.939484, -5.2683716, -5.597259, -5.9261465, -6.255034, -6.583922, -6.912809, -7.241697, -7.57058. axis 3: 57.35324, 54.048286, 50.74334, 47.438385, 44.13344, 40.828487, 37.523537, 34.218586, 30.913633, 27.608683, 24.303734, 20.998783, 17.693832, 14.388882, 11.08393, 7.7789803, 4.474029, 1.1690788, -2.135872, -5.440822. 
